"","cty_name","iso3numeric","id","year","eiacty","oil_prod32_14","oil_price_2000","oil_price_nom","oil_value_nom","oil_value_2000","oil_value_2014","gas_prod55_14","gas_price_2000_mboe","gas_price_2000","gas_price_nom","gas_value_nom","gas_value_2000","gas_value_2014","oil_gas_value_nom","oil_gas_value_2000","oil_gas_value_2014","oil_gas_valuePOP_nom","oil_gas_valuePOP_2000","oil_gas_valuePOP_2014","oil_exports","net_oil_exports","net_oil_exports_mt","net_oil_exports_value","net_oil_exports_valuePOP","gas_exports","net_gas_exports_bcf","net_gas_exports_mboe","net_gas_exports_value","net_gas_exports_valuePOP","net_oil_gas_exports_valuePOP","population","pop_maddison","sovereign","mult_nom_2000","mult_nom_2014","mult_2000_2014"
"4069","Solomon Islands",90,"SLB",1993,"Solomon Islands",0,20.01414,16.9716342,0,0,0,0,15124772.6271366,2.7937405063,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371334,371334,1,1.1916955017,1.6383114187,1.3747735192
"4070","Italy",380,"ITA",1995,"Italy",5235000,19.09535,17.0166797,652973392.622235,737808518.43536,1014319613.35838,133.1610938083,12891668.5059285,2.381257384,1.55,1519281688.26849,1716668679.264,2360030641.42998,2172255080.89072,2454477197.69936,3374350254.78836,38.2083264687,43.17240038,59.3522728011,8.25233,-1662.61985,-82798468.53,-11588132402.7346,-203.8264980484,1.34,-1210.46,-226.1215048621,-2915083482.74439,-51.2741171016,-255.10061515,56852924,57274531,1,1.1299212598,1.5533858268,1.3747735192
"4071","Swaziland",748,"SWZ",1988,"Swaziland",0,21.41834,14.9238417,0,0,0,0,14635548.3378126,2.7033744726,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,817085,817085,1,1.4556213018,2.0011496196,1.3747735192
"4072","Tajikistan",762,"TJK",1982,"Tajikistan",NA,58.02282,32.97,NA,NA,NA,NA,35532558.811195,6.56332173,2.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4185000,4185000,0,1.7844559585,2.4532227979,1.3747735192
"4073","Denmark",208,"DNK",1968,"Denmark",0,8.797903,1.8,0,0,0,0,14955265.6366302,2.7624303797,0.16,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4867300,4867300,1,4.947306,6.80142528,1.3747735192
"4074","Costa Rica",188,"CRI",1943,"Costa Rica",NA,11.81433,1.2,NA,NA,NA,NA,0,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,660000,660000,1,9.951438,13.68097344,1.3747735192
"4075","United States",840,"USA",1948,"United States",2.76e+08,14.06798,1.99,4025929200,28777430492.0424,39562449390.0357,NA,0,NA,0.07,NA,NA,NA,4025929200,28777430492.0424,39562449390.0357,27.3495051052,195.494864181,268.7611624086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147203000,147203000,1,7.148022,9.82691136,1.3747735192
"4076","Estonia",233,"EST",1970,"Estonia",NA,7.879107,1.8,NA,NA,NA,NA,14359329.9523663,2.6523533755,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1363183,1363183,0,4.432428,6.09358464,1.3747735192
"4077","Uzbekistan",860,"UZB",2001,"Uzbekistan",4233000,23.698,24.4438911,758442364.222779,737457792.880647,1013837445.15327,416.2746787002,20814444.2019471,3.8446962025,4,8911077627.3967,8664526072.48849,11911761000.5612,9669519991.61948,9401983865.36914,12925598445.7145,387.4738664202,376.7532456101,517.9503853238,0,-1.2,-59760,-10379724,-0.4159329309,632.1385,632.1385,118.0874286646,2457924194.88976,98.4931405062,98.0772075752,24955283,25372000,1,0.9723320158,1.3367363072,1.3747735192
"4078","Nigeria",566,"NGA",1955,"Nigeria",NA,12.26506,1.93,NA,NA,NA,NA,12384826.4999508,2.2876371308,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35953308,35953308,0,6.426504,8.83498752,1.3747735192
"4079","Turkmenistan",795,"TKM",1979,"Turkmenistan",2823000,74.01507,31.61,654092769.9,1551443181.49835,2132883002.41111,NA,23003312.7208218,4.2490084388,1.18,NA,NA,NA,654092769.9,1551443181.49835,2132883002.41111,234.6450438444,556.5547734161,765.1367644566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2787584,2804142,0,2.3719008264,3.2608264463,1.3747735192
"4080","Papua New Guinea",598,"PNG",1952,"Papua New Guinea",NA,10.95621,1.71,NA,NA,NA,NA,0,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1465469,1465469,0,6.48333,8.9131104,1.3747735192
"4081","Uzbekistan",860,"UZB",1989,"Uzbekistan",2700000,24.86816,18.2261133,360713008.3203,500925645.425449,688659312.400924,233.9521950766,14010059.4335544,2.5878386076,1.69,2360237140.2244,3277684157.63421,4506073384.0981,2720950148.5447,3778609803.05966,5194732696.49903,135.8226123457,188.6181761769,259.3072738409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20033116,20033000,0,1.3887096774,1.9091612903,1.3747735192
"4082","Lesotho",426,"LSO",1950,"Lesotho",NA,12.08303,1.71,NA,NA,NA,NA,0,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,726182,726182,0,7.148022,9.82691136,1.3747735192
"4083","Soviet Union",810,"SUN",1970,NA,3.53e+08,7.879107,1.8,4657482000,20643953626.296,28380760776.2765,1521.4914028179,14359329.9523663,2.6523533755,0.17,4929035975.93706,21847597072.7507,30035497912.9775,9586517975.93706,42491550699.0467,58416258689.2539,73.4688468528,325.645373918,447.6886367006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130484122,130245476,1,4.432428,6.09358464,1.3747735192
"4084","Honduras",340,"HND",2006,"Honduras",0,55.369,65.1440625,0,0,0,0,31279493.269058,5.77772569,6.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7326496,7326496,1,0.8541666667,1.1742857143,1.3747735192
"4085","Iceland",352,"ISL",1969,"Iceland",0,8.347174,1.8,0,0,0,0,15188938.806819,2.805592827,0.17,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202920,202920,1,4.694172,6.45342336,1.3747735192
"4086","Tajikistan",762,"TJK",2005,"Tajikistan",13910.136,47.25731,54.5210895,5559040.99273055,4901520.01509575,6738479.92040481,0.2704805192,48773200.8760436,9.0090390295,7.33,14961886.1574638,13192200.6979789,18136288.1790751,20520927.1501944,18093720.7130746,24874768.0994799,3.1458259214,2.7737389844,3.8132629049,0,0,0,0,0,0,-49.08785,-9.1699176449,-447246235.311538,-68.5621458517,-68.5621458517,6523224,6815000,1,0.8817204301,1.2121658986,1.3747735192
"4087","Ireland",372,"IRL",1986,"Ireland",0,22.21579,14.43,0,0,0,11.0787217116,23632833.4266869,4.3652890295,1.94,166641380.332191,261821584.792,359945381.517532,166641380.332191,261821584.792,359945381.517532,47.0284949376,73.8896608417,101.5815490651,0,-29.79583,-1483832.334,-241607334.28683,-68.1849206646,NA,NA,NA,NA,NA,NA,3543413,3540500,1,1.5711678832,2.16,1.3747735192
"4088","Estonia",233,"EST",1969,"Estonia",NA,8.347174,1.8,NA,NA,NA,NA,15188938.806819,2.805592827,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1342891,1342891,0,4.694172,6.45342336,1.3747735192
"4089","German Democratic Republic (East Germany)",278,"DDR",2011,NA,NA,85.1707083947,111.255598,NA,NA,NA,NA,16370738.5472927,3.0238864759,3.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.76554088,1.0524453296,1.3747735192
"4090","Yemen, Dem. Rep. (South Yemen)",720,"YMD",1992,NA,NA,23.38595,19.3208366,NA,NA,NA,NA,15418014.8094531,2.8479061181,1.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.2273699216,1.6873556664,1.3747735192
"4091","France",250,"FRA",2008,"France",971100,77.7856254495,97.2559728,692283867.113966,553690761.006697,761199396.03764,9.6976826892,38316711.6296489,7.0775906513,7.96,464593505.372282,371583311.078373,510842896.233738,1156877372.48625,925274072.08507,1272042292.27138,18.576189405,14.8572932822,20.4254133708,3.19672,-1689.2092,-84122618.16,-47959610860.0411,-770.0961539333,35.315,-1703.94875,-318.30829235,-12196527047.3003,-195.8418427931,-965.9379967264,62277432,64058000,1,0.7998030682,1.0995480788,1.3747735192
"4092","Italy",380,"ITA",1941,"Italy",12978,13.17518,1.14,108446.7636,1267627.27912753,1742700.41551414,NA,0,NA,0.05,NA,NA,NA,108446.7636,1267627.27912753,1742700.41551414,0.0024242581,0.0283369982,0.0389569548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44734000,44734000,1,11.688936,16.06963968,1.3747735192
"4093","Bahamas, The",44,"BHS",1975,"Bahamas, The",0,36.43979,11.53,0,0,0,0,15016188.1005721,2.7736835443,0.44,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189139,189139,1,3.201198,4.40092224,1.3747735192
"4094","Tanzania",834,"TZA",1989,"Tanzania",0,24.86816,18.2261133,0,0,0,0,14010059.4335544,2.5878386076,1.69,0,0,0,0,0,0,0,0,0,0,-12.51382,-623188.236,-113586422.459488,-4.6390411875,NA,NA,NA,NA,NA,NA,24484892,24484892,1,1.3887096774,1.9091612903,1.3747735192
"4095","Kuwait",414,"KWT",2005,"Kuwait",1.26e+08,47.25731,54.5210895,50335832108.8198,44382131536.8088,61015379160.8478,99.6156521137,48773200.8760436,9.0090390295,7.33,5510334166.06416,4858574210.93829,6679439166.08994,55846166274.884,49240705747.7471,67694818326.9377,22041.1490422923,19434.1314136341,26717.5292354127,1689.74,1689.74,84149052,29146186954.781,11503.3044080908,0,0,0,0,0,11503.3044080908,2533723,2335648,1,0.8817204301,1.2121658986,1.3747735192
"4096","Singapore",702,"SGP",2007,"Singapore",0,60.1199916104,72.3890784,0,0,0,0,31248808.1865621,5.7720577596,6.25,0,0,0,0,0,0,0,0,0,1.88,-960.707,-47843208.6,-21081559324.7132,-4630.2476724103,0,-304.4153,-56.8666835245,-1777016085.66286,-390.2948765669,-5020.5425489772,4553009,4553009,1,0.8305119079,1.1417657783,1.3747735192
"4097","Togo",768,"TGO",1946,"Togo",NA,9.768706,1.12,NA,NA,NA,NA,0,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8.80803,12.1090464,1.3747735192
"4098","Russian Federation",643,"RUS",1961,"Russia",1.66e+08,10.23677,1.8,2190204000,12596914501.92,17317904480.4096,425.1966831761,16357321.7900643,3.0214082278,0.15,1209267696.45009,6955078970.77875,9561658392.7194,3399471696.45009,19551993472.6987,26879562873.129,28.0741165528,161.4677198709,221.9815454782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121089178,121324346,0,5.75148,7.9069824,1.3747735192
"4099","Latvia",428,"LVA",1969,"Latvia",NA,8.347174,1.8,NA,NA,NA,NA,15188938.806819,2.805592827,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2341871,2341871,0,4.694172,6.45342336,1.3747735192
"4100","Greece",300,"GRC",2003,"Greece",140940.972,26.54107,28.8307031,29784922.2435598,27874802.2301141,38321539.9578879,0.1781216365,32052805.6429692,5.9205664557,4.88,6100527.68814415,5709298.19510012,7848991.97163311,35885449.931704,33584100.4252143,46170531.9295211,3.2529769947,3.0443621657,4.1853084882,21.88808,-402.1935,-20029236.3,-3896245730.52142,-353.1904365508,0,-85.39167,-15.9516984643,-511296690.551315,-46.3484887332,-399.538925284,11031572,10625945,1,0.9358695652,1.2866086957,1.3747735192
"4101","El Salvador",222,"SLV",1932,"El Salvador",NA,10.86086,0.87,NA,NA,NA,NA,0,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1470000,1470000,1,12.599874,17.32197312,1.3747735192
"4102","Romania",642,"ROM",1974,"Romania",14500000,39.93295,11.58,1230780300,4300270059.8214,5911897403.49523,229.3089467512,13216605.4459199,2.4412774262,0.3,867412608.475023,3030685874.43,4166506685.07004,2098192908.47502,7330955934.2514,10078404088.5653,99.8117882808,348.7361999224,479.4332928271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21021494,21028841,1,3.493938,4.80337344,1.3747735192
"4103","Argentina",32,"ARG",1979,"Argentina",24300000,74.01507,31.61,5630341590,13354611870.4959,18359566758.2678,77.9672832755,23003312.7208218,4.2490084388,1.18,756147044.25359,1793505799.18,2465664279.17931,6386488634.25359,15148117669.6759,20825231037.4471,230.3119411303,546.2770835073,751.0072685318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27729733,27901971,1,2.3719008264,3.2608264463,1.3747735192
"4104","Myanmar",104,"MMR",1952,"Burma (Myanmar)",128689,10.95621,1.71,1613026.5327,10457783.3102499,14377083.5640843,NA,0,NA,0.08,NA,NA,NA,1613026.5327,10457783.3102499,14377083.5640843,0.0847989983,0.5497798895,0.7558228335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19021764,20093491,1,6.48333,8.9131104,1.3747735192
"4105","United Kingdom",826,"GBR",1945,"United Kingdom",72678,9.933396,1.05,559366.227,5347845.42534749,7352076.2753488,NA,0,NA,0.05,NA,NA,NA,559366.227,5347845.42534749,7352076.2753488,0.0113733933,0.1087358266,0.149487135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49182000,49182000,1,9.560544,13.14358272,1.3747735192
"4106","Panama",591,"PAN",1988,"Panama",0,21.41834,14.9238417,0,0,0,0,14635548.3378126,2.7033744726,1.69,0,0,0,0,0,0,0,0,0,0,-20.177,-1004814.6,-157737613.8557,-68.5219869052,NA,NA,NA,NA,NA,NA,2302000,2302000,1,1.4556213018,2.0011496196,1.3747735192
"4107","East Timor",626,"TMP",2012,"Timor-Leste (East Timor)",3958828.092,83.7544654913,111.669702381,3240454864.76458,2430404660.89036,3341255968.64425,NA,10800827.7291659,1.9950521355,2.66,NA,NA,NA,3240454864.76458,2430404660.89036,3341255968.64425,2820.3423143097,2115.3120139208,2908.0749415072,0,0,0,0,0,NA,NA,NA,0,0,0,1148958,NA,1,0.7500195998,1.0311070847,1.3747735192
"4108","Brazil",76,"BRA",1937,"Brazil",NA,13.9813,1.18,NA,NA,NA,NA,0,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38687000,38687000,1,11.986842,16.47919296,1.3747735192
"4109","Morocco",504,"MAR",1977,"Morocco",22000,39.04015,13.92,2244739.2,6374112.0480576,8762960.45185229,0.4734915519,22498960.609321,4.1558481013,0.79,3751637.66446987,10653067.776,14645555.4763016,5996376.86446987,17027179.8240576,23408515.9281539,0.3347126728,0.9504427421,1.3066435133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17914998,18396941,1,2.839578,3.90377664,1.3747735192
"4110","Egypt, Arab Rep.",818,"EGY",1967,"Egypt",5402596,9.161955,1.8,71281851.624,367382814.050108,505068164.151954,0.3791084356,15656296.5687308,2.8919198312,0.16,1151629.08187242,5935434.1,8159877.62542161,72433480.7058724,373318248.150108,513228041.777376,2.1912541278,11.2936054469,15.5261497043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33055719,31681188,1,5.153946,7.08550848,1.3747735192
"4111","Austria",40,"AUT",2003,"Austria",892170.486,26.54107,28.8307031,188541544.565969,176450293.338369,242579190.730268,13.7944597797,32052805.6429692,5.9205664557,4.88,472449532.180239,442151138.26868,607857676.359896,660991076.746208,618601431.607048,850436867.090164,81.4098400018,76.1889915669,104.742608058,0.4663,-164.38037,-8186142.426,-1592433280.9805,-196.1293324205,36.33914,-247.94661,-46.3179787673,-1484621171.20344,-182.8508375724,-378.9801699929,8119302,8162656,1,0.9358695652,1.2866086957,1.3747735192
"4112","Dominican Republic",214,"DOM",1947,"Dominican Republic",NA,14.47537,1.9,NA,NA,NA,NA,0,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1982000,1982000,1,7.704228,10.59156864,1.3747735192
"4113","Italy",380,"ITA",1973,"Italy",1048000,12.58577,3.29,25273253.6,97964741.6158992,134679332.585258,103.2752666406,13512777.2517836,2.4959841772,0.22,360024702.850611,1395535673.733,1918545489.29649,385297956.450611,1493500415.3489,2053224821.88175,7.0479374686,27.3193702705,37.5579468081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54668186,54796843,1,3.876222,5.32892736,1.3747735192
"4114","Panama",591,"PAN",1943,"Panama",NA,11.81433,1.2,NA,NA,NA,NA,0,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,795000,795000,1,9.951438,13.68097344,1.3747735192
"4115","Greece",300,"GRC",1995,"Greece",435000,19.09535,17.0166797,54258534.057435,61307871.1593852,84284437.7862266,0.2294017642,12891668.5059285,2.381257384,1.55,2617325.29886257,2957371.49910849,4065716.02330399,56875859.3562976,64265242.6584937,88350153.8095306,5.345878454,6.0404217177,8.3042118221,12.83094,-340.43014,-16953420.972,-2372730925.95488,-223.0178370545,0,0,0,0,0,-223.0178370545,10639198,10457554,1,1.1299212598,1.5533858268,1.3747735192
"4116","Honduras",340,"HND",1960,"Honduras",0,10.91287,1.9,0,0,0,0,15656296.5687308,2.8919198312,0.14,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951640,1951640,1,5.808306,7.98510528,1.3747735192
"4117","Netherlands",528,"NLD",1947,"Netherlands",201913,14.47537,1.9,2812042.351,21664615.41776,29783939.5792035,NA,0,NA,0.06,NA,NA,NA,2812042.351,21664615.41776,29783939.5792035,0.2920085515,2.2497004587,3.0928286167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9630000,9630000,1,7.704228,10.59156864,1.3747735192
"4118","Uzbekistan",860,"UZB",1993,"Uzbekistan",4e+06,20.01414,16.9716342,497608314.744,592997590.303922,815237384.077755,267.7216493338,15124772.6271366,2.7937405063,2.04,3397872248.11819,4049229073.536,5566772903.32531,3895480562.86219,4642226663.83992,6382010287.40307,177.3931291736,211.398594074,290.6251891214,13.51854,-67.5141,-3362202.18,-493201377.02151,-22.4594974024,501.47,409.65,76.5251842,1157426011.27529,52.7070841745,30.2475867722,21959591,22128000,1,1.1916955017,1.6383114187,1.3747735192
"4119","Canada",124,"CAN",1954,"Canada",13100000,12.21305,1.93,185324390,1186201004.63886,1630757729.58296,NA,0,NA,0.1,NA,NA,NA,185324390,1186201004.63886,1630757729.58296,12.0379831854,77.0512059873,105.927957611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15394970,15636245,1,6.400674,8.79947712,1.3747735192
"4120","El Salvador",222,"SLV",2013,"El Salvador",0,80.3195300542,108.6585177866,0,0,0,0,14835996.8499363,2.7403998971,3.7072900048,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,6340454,NA,1,0.7391922114,1.0162218779,1.3747735192
"4121","Guinea-Bissau",624,"GNB",1949,"Guinea-Bissau",NA,12.70712,1.78,NA,NA,NA,NA,0,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.220346,9.92634048,1.3747735192
"4122","Belgium",56,"BEL",1995,"Belgium",0,19.09535,17.0166797,0,0,0,0.002976833,12891668.5059285,2.381257384,1.55,33963.7330174216,38376.344,52758.7814935192,33963.7330174216,38376.344,52758.7814935192,0.0033504993,0.0037858004,0.0052046181,51.47562,-536.41877,-26713654.746,-3738733018.29762,-368.8234813699,0,-431.27,-80.5639355302,-1038603550.38843,-102.4575371771,-471.281018547,10136917,10155459,1,1.1299212598,1.5533858268,1.3747735192
"4123","Iran, Islamic Rep.",364,"IRN",2005,"Iran",2.06e+08,47.25731,54.5210895,82366139075.4825,72623907571.9308,99841424988.0872,1006.0521157176,48773200.8760436,9.0090390295,7.33,55650725849.3235,49068381931.6615,67457912107.862,138016864924.806,121692289503.592,167299337095.949,2022.0855217264,1782.9141159308,2451.103113525,2497.36,2497.36,124368528,43076758231.084,631.1177202108,152.5608,-52.2662,-9.7636533198,-476204624.648256,-6.9768754522,624.1408447586,68254712,64737226,1,0.8817204301,1.2121658986,1.3747735192
"4124","Australia",36,"AUS",2007,"Australia",23162851.5,60.1199916104,72.3890784,12290485678.5638,10207394709.4591,14032855946.2167,290.0860566055,31248808.1865621,5.7720577596,6.25,10914766488.7695,9064843540.46025,12462106854.7875,23205252167.3333,19272238249.9194,26494962801.0042,1101.2102108119,914.5681931389,1257.3241333968,270.22003,-175.40773,-8735304.954,-3849111608.43865,-182.6604156336,688.35998,483.3564,90.2940010845,2821579920.28683,133.898679335,-48.7617362986,21072500,20750000,1,0.8305119079,1.1417657783,1.3747735192
"4125","Cote d'Ivoire",384,"CIV",2000,"Cote dIvoire (IvoryCoast)",351639.2,28.50001,28.4954492,73447457.3192089,73447457.3192087,100973619.372359,0,20051474.2893522,3.7037658228,3.68,0,0,0,73447457.3192089,73447457.3192087,100973619.372359,4.349972935,4.349972935,5.9802276001,8.39953,-50.23981,-2501942.538,-522619806.900307,-30.9524944538,0,0,0,0,0,-30.9524944538,16884578,16884578,1,1,1.3747735192,1.3747735192
"4126","Benin",204,"BEN",1985,"Benin",299000,43.43477,27.56,60402425.2,96666334.7531598,132894317.213264,0,27598504.3500577,5.0977995781,2.51,0,0,0,60402425.2,96666334.7531598,132894317.213264,13.7533645322,22.0104960264,30.2594470808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4391829,4030484,1,1.6003717472,2.2001486989,1.3747735192
"4127","Mexico",484,"MEX",1966,"Mexico",18400000,9.413322,1.8,242769600,1287591693.696,1770146963.98848,48.3619788394,16123642.9091083,2.9782447257,0.16,147022353.421724,779771277.184001,1072008902.87707,389791953.421724,2067362970.88,2842155866.86555,8.7650025835,46.4874701022,63.9097428695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44471402,46537832,1,5.30376,7.2914688,1.3747735192
"4128","Moldova",498,"MDA",1996,"Moldova",0,22.48449,20.6684884,0,0,0,0,12412518.0098546,2.2927521097,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-70.63,-13.1941261078,-163772327.937005,-37.0358045991,-37.0358045991,4422000,4422000,1,1.0975143403,1.508833652,1.3747735192
"4129","Austria",40,"AUT",2012,"Austria",842381.94,83.7544654913,111.669702381,689522402.091418,517155316.080308,710971433.841973,12.5740021807,10800827.7291659,1.9950521355,2.66,181074776.517044,135809631.419963,186707484.923556,870597178.608462,652964947.500271,897678918.765529,103.2737969244,77.4573718406,106.4863436705,0,-154.84115,-7711089.27,-4733552780.32015,-561.5133848091,225.13313,-275.28042,-51.424105571,-555422905.398894,-65.8865359879,-627.399920797,8429991,NA,1,0.7500195998,1.0311070847,1.3747735192
"4130","Yugoslavia, Fed. Rep.",890,"YUG",1963,NA,1553615,9.994071,1.8,20498396.31,115248748.525602,158440927.589762,1.3321154364,17058352.7221649,3.1508976793,0.16,4041686.45048134,22723694.9811347,31239934.1176186,24540082.7604813,137972443.506737,189680861.70738,2.9303312816,16.4752894745,22.6497916901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8374508,18684866,1,5.62233,7.7294304,1.3747735192
"4131","Tanzania",834,"TZA",1960,"Tanzania",0,10.91287,1.9,0,0,0,NA,15656296.5687308,2.8919198312,0.14,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10259653,10259653,0,5.808306,7.98510528,1.3747735192
"4132","Moldova",498,"MDA",1947,"Moldova",NA,14.47537,1.9,NA,NA,NA,NA,0,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.704228,10.59156864,1.3747735192
"4133","Belarus",112,"BLR",1947,"Belarus",NA,14.47537,1.9,NA,NA,NA,NA,0,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.704228,10.59156864,1.3747735192
"4134","Greece",300,"GRC",1994,"Greece",5e+05,18.26323,15.8173152,57970460.208,67358388.9866235,92602529.472342,0.294946362,13479751.8853629,2.4898839662,1.85,3421684.78618395,3975803.77989795,5465829.7539949,61392144.994184,71334192.7665214,98068359.2263369,5.820619404,6.7632298338,9.2979092795,8.81473,-290.63571,-14473658.358,-1937400588.5493,-183.6859008598,0,0,0,0,0,-183.6859008598,10547356,10429826,1,1.1619433198,1.5974089069,1.3747735192
"4135","Guinea-Bissau",624,"GNB",1968,"Guinea-Bissau",NA,8.797903,1.8,NA,NA,NA,NA,14955265.6366302,2.7624303797,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,611160,611160,0,4.947306,6.80142528,1.3747735192
"4136","Bahrain",48,"BHR",1967,"Bahrain",3465847,9.161955,1.8,45728385.318,235681628.596165,324008861.947396,1.6112108514,15656296.5687308,2.8919198312,0.16,4894423.59795776,25225594.925,34679479.9080418,50622808.9159578,260907223.521165,358688341.855438,250.7892284322,1292.5541407213,1776.9692047492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201854,202182,0,5.153946,7.08550848,1.3747735192
"4137","Guinea",324,"GIN",2000,"Guinea",0,28.50001,28.4954492,0,0,0,0,20051474.2893522,3.7037658228,3.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8350413,8350413,1,1,1.3747735192,1.3747735192
"4138","Australia",36,"AUS",1990,"Australia",28400000,30.875,23.7258203,4939051463.4916,6507304223.5138,8946069527.62929,125.8332910963,17577255.8683605,3.2467457806,1.71,1678761770.23487,2211803954.35688,3040729506.03153,6617813233.72647,8719108177.87068,11986799033.6608,387.8340692441,510.9795464716,702.4811493235,157.44045,-48.80867,-2430671.766,-550043205.48125,-32.2350430735,98.6,98.6,18.4190971857,323757184.097314,18.9736491075,-13.2613939661,17063517,16956000,1,1.3175210406,1.8112930375,1.3747735192
"4139","El Salvador",222,"SLV",2001,"El Salvador",0,23.698,24.4438911,0,0,0,0,20814444.2019471,3.8446962025,4,0,0,0,0,0,0,0,0,0,0,-20.82,-1036836,-180088211.4,-28.8510431592,0,0,0,0,0,-28.8510431592,6242000,6242000,1,0.9723320158,1.3367363072,1.3747735192
