"","cty_name","iso3numeric","id","year","eiacty","oil_prod32_14","oil_price_2000","oil_price_nom","oil_value_nom","oil_value_2000","oil_value_2014","gas_prod55_14","gas_price_2000_mboe","gas_price_2000","gas_price_nom","gas_value_nom","gas_value_2000","gas_value_2014","oil_gas_value_nom","oil_gas_value_2000","oil_gas_value_2014","oil_gas_valuePOP_nom","oil_gas_valuePOP_2000","oil_gas_valuePOP_2014","oil_exports","net_oil_exports","net_oil_exports_mt","net_oil_exports_value","net_oil_exports_valuePOP","gas_exports","net_gas_exports_bcf","net_gas_exports_mboe","net_gas_exports_value","net_gas_exports_valuePOP","net_oil_gas_exports_valuePOP","population","pop_maddison","sovereign","mult_nom_2000","mult_nom_2014","mult_2000_2014"
"75","Mexico",484,"MEX",2004,"Mexico",1.68e+08,34.29882,38.265,47253870124.541,43076317816.0188,59220181036.545,284.518135388,32865653.3958405,6.0707099156,5.46,10257724613.2914,9350874422.49222,12855334537.0681,57511594737.8324,52427192238.5111,72075515573.613,563.940756365,514.0846916149,706.7500206396,2094.65847,2088.38369,104001507.762,26144620140.0997,256.365988874,0,-397.47033,-74.2499456055,-2440272976.93085,-23.9285555308,232.4374333432,101981625,104959594,1,0.9115934357,1.2532345156,1.3747735192
"76","Sudan",736,"SDN",2014,"Sudan",12901474.35,71.9725878669,98.9460079051,9357106977.55888,6806289797.64649,9357106977.55888,NA,17121245.3749253,3.1625147632,4.3477415504,NA,NA,NA,9357106977.55888,6806289797.64649,9357106977.55888,241.3859574044,175.5823443204,241.3859574044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38764090,NA,1,0.7273925385,1,1.3747735192
"77","Benin",204,"BEN",2000,"Benin",37000,28.50001,28.4954492,7728250.777532,7728250.77753197,10624594.5184078,0,20051474.2893522,3.7037658228,3.68,0,0,0,7728250.777532,7728250.77753197,10624594.5184078,1.0738225993,1.0738225993,1.4762628738,0.6945,0.6945,34586.1,7224538.784925,1.0038329811,0,0,0,0,0,1.0038329811,7196953,6619120,1,1,1.3747735192,1.3747735192
"78","Cape Verde",132,"CPV",1952,"Cape Verde",NA,10.95621,1.71,NA,NA,NA,NA,0,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155037,155037,0,6.48333,8.9131104,1.3747735192
"79","Honduras",340,"HND",1995,"Honduras",0,19.09535,17.0166797,0,0,0,0,12891668.5059285,2.381257384,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5546185,5546185,1,1.1299212598,1.5533858268,1.3747735192
"80","Guatemala",320,"GTM",1975,"Guatemala",0,36.43979,11.53,0,0,0,0,15016188.1005721,2.7736835443,0.44,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5910000,5910000,1,3.201198,4.40092224,1.3747735192
"81","Spain",724,"ESP",1945,"Spain",NA,9.933396,1.05,NA,NA,NA,NA,0,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26802000,26802000,1,9.560544,13.14358272,1.3747735192
"82","Rwanda",646,"RWA",1955,"Rwanda",NA,12.26506,1.93,NA,NA,NA,NA,12384826.4999508,2.2876371308,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2698272,2698272,0,6.426504,8.83498752,1.3747735192
"83","Korea, Dem. Rep.",408,"PRK",1946,"Korea, North",NA,9.768706,1.12,NA,NA,NA,NA,0,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8.80803,12.1090464,1.3747735192
"84","Egypt, Arab Rep.",818,"EGY",1970,"Egypt",16400000,7.879107,1.8,216381600,959095862.5248,1318539594.13862,7.1605090762,14359329.9523663,2.6523533755,0.17,23197243.6894632,102820112.452,141354367.83645,239578843.689463,1061915974.9768,1459893961.97507,6.7937143997,30.1126499294,41.3980737148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35264780,33574026,1,4.432428,6.09358464,1.3747735192
"85","Belarus",112,"BLR",1933,"Belarus",NA,8.815239,0.67,NA,NA,NA,NA,0,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13.280064,18.25708032,1.3747735192
"86","Kyrgyz Republic",417,"KGZ",1960,"Kyrgyzstan",NA,10.91287,1.9,NA,NA,NA,NA,15656296.5687308,2.8919198312,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2171285,2171285,0,5.808306,7.98510528,1.3747735192
"87","Egypt, Arab Rep.",818,"EGY",1997,"Egypt",43800000,20.3782,19.0925875,6129751587.225,6576593291.7143,9041326303.75886,70.8575828372,12932015.0758337,2.3887099156,2.32,854071883.756127,916331329.487882,1259748046.56007,6983823470.98113,7492924621.20218,10301074350.3189,109.8744542655,117.8839939222,162.0637931776,313.4,313.4,15607320,2331082676.2,36.6742426923,0,0,0,0,0,36.6742426923,63561849,66139197,1,1.0728971963,1.4749906542,1.3747735192
"88","Gambia, The",270,"GMB",2008,"Gambia, The",0,77.7856254495,97.2559728,0,0,0,0,38316711.6296489,7.0775906513,7.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1735464,1735464,1,0.7998030682,1.0995480788,1.3747735192
"89","Lebanon",422,"LBN",2013,"Lebanon",0,80.3195300542,108.6585177866,0,0,0,0,14835996.8499363,2.7403998971,3.7072900048,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,4467390,NA,1,0.7391922114,1.0162218779,1.3747735192
"90","Lesotho",426,"LSO",2014,"Lesotho",0,71.9725878669,98.9460079051,0,0,0,NA,17121245.3749253,3.1625147632,4.3477415504,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2097511,NA,1,0.7273925385,1,1.3747735192
"91","Angola",24,"AGO",1966,"Angola",631319,9.413322,1.8,8329622.886,44178320.6778513,60735185.389035,NA,16123642.9091083,2.9782447257,0.16,NA,NA,NA,8329622.886,44178320.6778513,60735185.389035,1.4835444472,7.8683636971,10.8172180499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5614677,5201250,0,5.30376,7.2914688,1.3747735192
"92","Bosnia and Herzegovina",70,"BIH",1949,"Bosnia and Herzegovina",0,12.70712,1.78,0,0,0,NA,0,NA,0.06,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.220346,9.92634048,1.3747735192
"93","Denmark",208,"DNK",1975,"Denmark",148000,36.43979,11.53,12508205.2,40041241.4698296,55047638.4471636,0,15016188.1005721,2.7736835443,0.44,0,0,0,12508205.2,40041241.4698296,55047638.4471636,2.4749511666,7.9228087247,10.8920676321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5053920,5059861,1,3.201198,4.40092224,1.3747735192
"94","Bahamas, The",44,"BHS",1938,"Bahamas, The",NA,13.66059,1.13,NA,NA,NA,NA,0,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12.214146,16.79168448,1.3747735192
"95","Switzerland",756,"CHE",1968,"Switzerland",0,8.797903,1.8,0,0,0,0,14955265.6366302,2.7624303797,0.16,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6132000,6132000,1,4.947306,6.80142528,1.3747735192
"96","Albania",8,"ALB",1932,"Albania",NA,10.86086,0.87,NA,NA,NA,NA,0,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,993000,993000,1,12.599874,17.32197312,1.3747735192
"97","Honduras",340,"HND",1952,"Honduras",NA,10.95621,1.71,NA,NA,NA,NA,0,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517453,1517453,1,6.48333,8.9131104,1.3747735192
"98","Japan",392,"JPN",1987,"Japan",713000,27.45986,18.4350394,96346862.065826,146046915.913162,200781432.552952,15.5763661316,16601063.0427361,3.0664303797,1.67,170587510.012432,258584236.128,355494760.301964,266934372.078258,404631152.041162,556276192.854917,2.187205125,3.3154641067,4.5580122576,0,-3205.16205,-159617070.09,-32124854927.1642,-263.2244277433,NA,NA,NA,NA,NA,NA,122043593,122091325,1,1.5158450704,2.083943662,1.3747735192
"99","Zambia",894,"ZMB",1963,"Zambia",NA,9.994071,1.8,NA,NA,NA,NA,17058352.7221649,3.1508976793,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3508000,3508000,0,5.62233,7.7294304,1.3747735192
"100","Lesotho",426,"LSO",2005,"Lesotho",0,47.25731,54.5210895,0,0,0,0,48773200.8760436,9.0090390295,7.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2118091,2118091,1,0.8817204301,1.2121658986,1.3747735192
"101","Uruguay",858,"URY",1976,"Uruguay",0,38.23404,12.8,0,0,0,0,17871229.028872,3.3010464135,0.58,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2861000,2861000,1,3.025554,4.15945152,1.3747735192
"102","Congo, Rep.",178,"COG",1990,"Congo (Brazzaville)",8030000,30.875,23.7258203,1396499410.27597,1839917356.15549,2529469658.69236,0.615503996,17577255.8683605,3.2467457806,1.71,8211535.82524681,10818871.225,14873497.6673728,1404710946.10122,1850736227.38049,2544343156.35974,565.2216732883,744.6914471326,1023.7820814657,152.7,152.7,7604460,1720833562.5,692.42176004,0,0,0,0,0,692.42176004,2485239,2266001,1,1.3175210406,1.8112930375,1.3747735192
"103","Uruguay",858,"URY",1980,"Uruguay",0,75.97401,36.83,0,0,0,0,30804095.0090108,5.6899135021,1.59,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2930000,2930000,1,2.0898058252,2.8730097087,1.3747735192
"104","Belarus",112,"BLR",1956,"Belarus",NA,12.07436,1.93,NA,NA,NA,NA,13319530.6022402,2.4602890295,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7856790,7856790,0,6.333516,8.70715008,1.3747735192
"105","Bahrain",48,"BHR",1996,"Bahrain",1929508,22.48449,20.6684884,292320500.536134,320825941.314992,441063008.380638,68.3468047882,12412518.0098546,2.2927521097,2.17,772979371.80771,848355945.349188,1166297288.49121,1065299872.34384,1169181886.66418,1607360296.87184,1761.3560977746,1933.1135757603,2657.5933534912,0,-226.80409,-11294843.682,-1861344617.1509,-3077.5284749311,0,0,0,0,0,-3077.5284749311,604818,586047,1,1.0975143403,1.508833652,1.3747735192
"106","Tanzania",834,"TZA",1942,"Tanzania",NA,12.42108,1.19,NA,NA,NA,NA,0,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10.559304,14.51665152,1.3747735192
"107","Afghanistan",4,"AFG",1945,"Afghanistan",NA,9.933396,1.05,NA,NA,NA,NA,0,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9.560544,13.14358272,1.3747735192
"108","Bahrain",48,"BHR",1958,"Bahrain",2031831,12.24772,2.08,30978108.1584,184411252.87398,253523707.08696,NA,13786882.6533849,2.5466149789,0.12,NA,NA,NA,30978108.1584,184411252.87398,253523707.08696,215.4279486391,1282.4326685627,1763.0544728505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143798,143798,0,5.952954,8.18396352,1.3747735192
"109","Belgium",56,"BEL",1946,"Belgium",NA,9.768706,1.12,NA,NA,NA,NA,0,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8367000,8367000,1,8.80803,12.1090464,1.3747735192
"110","Congo, Rep.",178,"COG",1986,"Congo (Brazzaville)",5950000,22.21579,14.43,629342805,988803202.74635,1359380458.8,0.6100756535,23632833.4266869,4.3652890295,1.94,9176496.3184762,14417816.296,19821232.0479086,638519301.318476,1003221019.04235,1379201690.84791,292.3723577131,459.3660583776,631.5242926602,108.949,108.949,5425660.2,883441658.21915,404.5201452519,NA,NA,NA,NA,NA,NA,2183925,2002137,1,1.5711678832,2.16,1.3747735192
"111","Djibouti",262,"DJI",1961,"Djibouti",NA,10.23677,1.8,NA,NA,NA,NA,16357321.7900643,3.0214082278,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83913,83913,0,5.75148,7.9069824,1.3747735192
"112","North Vietnam",998,"VDR",1962,NA,0,10.12409,1.8,0,0,0,NA,17292025.8923537,3.1940601266,0.16,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33796140,33796140,1,5.689488,7.82175744,1.3747735192
"113","South Africa",710,"ZAF",1934,"South Africa",NA,12.71579,1,NA,NA,NA,NA,0,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12.853008,17.66997504,1.3747735192
"114","Sudan including South Sudan",736,"SDN",1947,"Sudan",NA,14.47537,1.9,NA,NA,NA,NA,0,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.704228,10.59156864,1.3747735192
"115","Saudi Arabia",682,"SAU",1979,"Saudi Arabia",4.76e+08,74.01507,31.61,110289818800,261596512360.33,359635957898.578,345.477227252,23003312.7208218,4.2490084388,1.18,3350528237.85505,7947120696.4,10925491087.009,113640347037.855,269543633056.73,370561448985.587,12567.2078752775,29808.1707454929,40979.4837956156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9042609,9346019,1,2.3719008264,3.2608264463,1.3747735192
"116","Morocco",504,"MAR",1993,"Morocco",10000,20.01414,16.9716342,1244020.78686,1482493.97575981,2038093.46019439,0,15124772.6271366,2.7937405063,2.04,0,0,0,1244020.78686,1482493.97575981,2038093.46019439,0.0488769351,0.0582464237,0.0800756409,0,-122.49764,-6100382.472,-894864994.569804,-35.1587841119,0,0,0,0,0,-35.1587841119,25452103,26403829,1,1.1916955017,1.6383114187,1.3747735192
"117","Syrian Arab Republic",760,"SYR",2000,"Syria",27600000,28.50001,28.4954492,5764857336.7536,5764857336.75358,7925373208.32578,33.7672671605,20051474.2893522,3.7037658228,3.68,677083489.290003,677083489.29,930836451.338898,6441940826.0436,6441940826.04358,8856209659.66468,382.9347232397,382.9347232397,526.4485170782,305.78512,275.78512,13734098.976,2868855717.41569,170.5362560491,0,0,0,0,0,170.5362560491,16822556,16305659,1,1,1.3747735192,1.3747735192
"118","Cambodia",116,"KHM",1979,"Cambodia",0,74.01507,31.61,0,0,0,0,23003312.7208218,4.2490084388,1.18,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6733638,6733638,1,2.3719008264,3.2608264463,1.3747735192
"119","Germany",276,"DEU",1944,"Germany",NA,11.71031,1.21,NA,NA,NA,NA,0,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69865000,69865000,1,9.78096,13.4466048,1.3747735192
"120","Portugal",620,"PRT",1974,"Portugal",0,39.93295,11.58,0,0,0,0,13216605.4459199,2.4412774262,0.3,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9098300,9098300,1,3.493938,4.80337344,1.3747735192
"121","Gambia, The",270,"GMB",1959,"Gambia, The",NA,12.14371,2.08,NA,NA,NA,NA,14721586.7556743,2.7192668776,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341818,341818,0,5.901294,8.11294272,1.3747735192
"122","Spain",724,"ESP",1997,"Spain",4e+05,20.3782,19.0925875,55979466.55,60060212.7097196,82569189.9886654,0.9339953704,12932015.0758337,2.3887099156,2.32,11257781.5024831,12078442.2101408,16605122.5032514,67237248.0524831,72138654.9198604,99174312.4919168,1.6975254462,1.8212702918,2.5038341684,0,-1141.00418,-56822008.164,-8486838154.01974,-214.2655171264,0,-446.20503,-83.3538926199,-1077933795.98967,-27.2143804364,-241.4798975629,39608978,39855442,1,1.0728971963,1.4749906542,1.3747735192
"123","Mauritius",480,"MUS",2002,"Mauritius",0,23.71533,25.0232558,0,0,0,0,19291137.0404127,3.56332173,2.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1209590,1209590,1,0.9571984436,1.3159310728,1.3747735192
"124","Luxembourg",442,"LUX",1940,"Luxembourg",NA,12.37774,1.02,NA,NA,NA,NA,0,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12.270972,16.86980736,1.3747735192
"125","Czechoslovakia",200,"CZK",1939,NA,NA,12.49909,1.02,NA,NA,NA,NA,0,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14683000,14683000,1,12.38979,17.0331552,1.3747735192
"126","Denmark",208,"DNK",1985,"Denmark",2892000,43.43477,27.56,584226801.6,934980067.244609,1285385837.39384,7.8518347593,27598504.3500577,5.0977995781,2.51,135405349.49928,216698895.76,297911903.522877,719632151.09928,1151678963.00461,1583297740.91672,140.4491617826,224.7708704365,309.0090405555,19.58603,-73.7578,-3673138.44,-1169333373.72769,-228.2164463242,NA,NA,NA,NA,NA,NA,5123791,5113691,1,1.6003717472,2.2001486989,1.3747735192
"127","Gabon",266,"GAB",1976,"Gabon",11300000,38.23404,12.8,1060211200,3207726237.0048,4409897087.36102,11.9145113483,17871229.028872,3.3010464135,0.58,70376189.3101231,212926961.072,292726347.597799,1130587389.31012,3420653198.0768,4702623434.95882,1826.7218642112,5526.8456431516,7598.1610347104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,618916,687762,1,3.025554,4.15945152,1.3747735192
"128","Central African Republic",140,"CAF",1997,"Central African Republic",0,20.3782,19.0925875,0,0,0,0,12932015.0758337,2.3887099156,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3700422,3700422,1,1.0728971963,1.4749906542,1.3747735192
"129","Iceland",352,"ISL",1956,"Iceland",NA,12.07436,1.93,NA,NA,NA,NA,13319530.6022402,2.4602890295,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161358,161358,1,6.333516,8.70715008,1.3747735192
"130","Iraq",368,"IRQ",1935,"Iraq",3744262,12.03969,0.97,26622077.2462,333784463.10774,458878040.988816,NA,0,NA,0.06,NA,NA,NA,26622077.2462,333784463.10774,458878040.988816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12.537882,17.23674816,1.3747735192
"131","Korea, Rep.",410,"KOR",1970,"Korea, South",0,7.879107,1.8,0,0,0,0,14359329.9523663,2.6523533755,0.17,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32241000,32241000,1,4.432428,6.09358464,1.3747735192
"132","Congo, Dem. Rep.",180,"ZAR",1942,"Congo (Kinshasa)",NA,12.42108,1.19,NA,NA,NA,NA,0,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10.559304,14.51665152,1.3747735192
"133","Lesotho",426,"LSO",1971,"Lesotho",0,9.413323,2.24,0,0,0,0,14018642.7165789,2.5894240506,0.18,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1091675,1091675,1,4.246452,5.83790976,1.3747735192
"134","Eritrea",232,"ERI",1970,"Eritrea",NA,7.879107,1.8,NA,NA,NA,NA,14359329.9523663,2.6523533755,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2160460,2160460,0,4.432428,6.09358464,1.3747735192
"135","Papua New Guinea",598,"PNG",1989,"Papua New Guinea",0,24.86816,18.2261133,0,0,0,0,14010059.4335544,2.5878386076,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,3733103,3733103,1,1.3887096774,1.9091612903,1.3747735192
"136","Guinea",324,"GIN",1964,"Guinea",0,9.864053,1.8,0,0,0,0,15889969.7389196,2.9350822785,0.15,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3252861,3252861,1,5.54484,7.6228992,1.3747735192
"137","Jordan",400,"JOR",1966,"Jordan",0,9.413322,1.8,0,0,0,0,16123642.9091083,2.9782447257,0.16,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1107384,1107384,1,5.30376,7.2914688,1.3747735192
"138","Senegal",686,"SEN",1949,"Senegal",NA,12.70712,1.78,NA,NA,NA,NA,0,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.220346,9.92634048,1.3747735192
"139","Japan",392,"JPN",1933,"Japan",NA,8.815239,0.67,NA,NA,NA,NA,0,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67182000,67182000,1,13.280064,18.25708032,1.3747735192
"140","Philippines",608,"PHL",1992,"Philippines",418000,23.38595,19.3208366,59197884.092204,72657702.3569318,99887885.1635924,0,15418014.8094531,2.8479061181,1.74,0,0,0,59197884.092204,72657702.3569318,99887885.1635924,0.9249277162,1.1352284585,1.560682023,6.653,-236.38656,-11772050.688,-2017765359.58368,-31.5262468336,0,0,0,0,0,-31.5262468336,64002714,67977755,1,1.2273699216,1.6873556664,1.3747735192
"141","India",356,"IND",1983,"India",25100000,50.38642,29.55,5436697650,9399591720.18072,12922309787.8554,38.9726973989,31265639.2099653,5.7751666667,2.59,704780645.022272,1218506295.912,1675170188.55414,6141478295.02227,10618098016.0927,14597479976.4096,8.3745081028,14.4788182259,19.9050958858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,733353914,7.23e+08,1,1.7289156627,2.3768674699,1.3747735192
"142","Mali",466,"MLI",1947,"Mali",NA,14.47537,1.9,NA,NA,NA,NA,0,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.704228,10.59156864,1.3747735192
"143","Botswana",72,"BWA",1954,"Botswana",NA,12.21305,1.93,NA,NA,NA,NA,0,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,454640,454640,0,6.400674,8.79947712,1.3747735192
"144","Nepal",524,"NPL",1996,"Nepal",0,22.48449,20.6684884,0,0,0,0,12412518.0098546,2.2927521097,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22502569,22502569,1,1.0975143403,1.508833652,1.3747735192
"145","Nigeria",566,"NGA",1978,"Nigeria",94800000,36.53513,14.02,9742273680,25730360854.2331,35373418740.9276,134.3358921893,20099450.444168,3.7126276371,0.91,1022329036.2201,2700077607.931,3711995195.07058,10764602716.2201,28430438462.1641,39085413935.9982,166.8090892757,440.5602020441,605.6704993676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64532471,70483446,1,2.6411042945,3.6309202454,1.3747735192
"146","Madagascar",450,"MDG",1965,"Madagascar",0,9.708031,1.8,0,0,0,0,16590994.960253,3.0645706751,0.16,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6070004,6070004,1,5.451852,7.49506176,1.3747735192
"147","Qatar",634,"QAT",1981,"Qatar",20100000,67.14143,35.93,5293674690,10028281425.9406,13786615747.105,42.0810363554,34697136.395785,6.4090084388,1.98,770745142.516203,1460091458.1,2007295072.15309,6064419832.5162,11488372884.0406,15793910819.258,24247.2045377045,45933.6482001399,63148.3631841366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250108,249278,1,1.8943894389,2.6043564356,1.3747735192
"148","Barbados",52,"BRB",1995,"Barbados",60000,19.09535,17.0166797,7483935.73206,8456258.09094968,11625439.6946519,0.1786099789,12891668.5059285,2.381257384,1.55,2037823.9810453,2302580.64,3165526.88961115,9521759.7131053,10758838.7309497,14790966.5842631,36.349670024,41.0722649483,56.465062223,0,-4.23835,-211069.83,-29540463.4854625,-112.7718123965,0,0,0,0,0,-112.7718123965,261949,267667,1,1.1299212598,1.5533858268,1.3747735192
"149","Ukraine",804,"UKR",1941,"Ukraine",NA,13.17518,1.14,NA,NA,NA,NA,0,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11.688936,16.06963968,1.3747735192
"150","Kazakhstan",398,"KAZ",1981,"Kazakhstan",NA,67.14143,35.93,NA,NA,NA,NA,34697136.395785,6.4090084388,1.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15136447,15136447,0,1.8943894389,2.6043564356,1.3747735192
"151","Haiti",332,"HTI",1966,"Haiti",0,9.413322,1.8,0,0,0,0,16123642.9091083,2.9782447257,0.16,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4179000,4179000,1,5.30376,7.2914688,1.3747735192
"152","Brunei",96,"BRN",1997,"Brunei",8128416,20.3782,19.0925875,1137560978.94121,1220485984.88272,1677891812.52727,74.538973087,12932015.0758337,2.3887099156,2.32,898445002.053428,963939123.698444,1325197981.34654,2036005980.99464,2184425108.58116,3003089793.87381,6557.7976074888,7035.8426667263,9672.6901832178,160.85441,160.85441,8010549.618,1196442018.31963,3853.6353421725,293.1145,293.1145,54.7556233473,708100546.613325,2280.7300733831,6134.3654155556,310471,303110,1,1.0728971963,1.4749906542,1.3747735192
"153","Indonesia",360,"IDN",2008,"Indonesia",48388863.714,77.7856254495,97.2559728,34495757076.6951,27589812350.9979,37929743418.8492,538.6238100976,38316711.6296489,7.0775906513,7.96,25804218598.3846,20638293208.3706,28372978983.6053,60299975675.0797,48228105559.3685,66302722402.4545,265.2354523995,212.1361286336,291.6391321034,272.832,14.799,736990.199999999,420169556.925067,1.8481576695,1277.34355,1277.34355,238.615770659,9142971674.62907,40.2162720838,42.0644297533,227345082,227601957.441621,1,0.7998030682,1.0995480788,1.3747735192
